c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
wrap,around,wraparound,1,12,0.088498243,0.192972487,1
dumb,ass,dumbass,1,11.4,0.184022776,0.238148828,1
counter,attraction,counterattraction,1,12.8,0.440467071,0.479826003,1
grand,aunt,grandaunt,2,11.6,0.13692797,0.669906871,1
break,away,breakaway,1,9.21,-0.172326923,-0.378298429,1
stow,away,stowaway,1,12.1,1.201769242,1.082286382,1
straight,away,straightaway,1,12.5,0.709126951,0.623558277,1
get,away,getaway,2,12.5,0.709126951,0.623558277,1
cast,away,castaway,1,12.5,0.709126951,0.623558277,1
throw,away,throwaway,1,12.1,1.201769242,1.082286382,1
tear,away,tearaway,1,12.8,0.440467071,0.479826003,1
take,away,takeaway,1,12.8,1.8746488,2.165117632,1
cut,away,cutaway,1,12.5,0.709126951,0.623558277,1
run,away,runaway,1,12,0.209589336,-0.018790766,1
give,away,giveaway,1,12.8,1.8746488,2.165117632,1
hide,away,hideaway,1,12.8,1.8746488,2.165117632,1
walk,away,walkaway,1,9.21,-0.172326923,-0.378298429,1
walk,aways,walkaways,1,9.21,-0.172326923,-0.378298429,1
hide,aways,hideaways,1,12.8,1.8746488,2.165117632,1
run,aways,runaways,1,12,0.209589336,-0.018790766,1
cut,aways,cutaways,1,12.5,0.709126951,0.623558277,1
cast,aways,castaways,1,12.5,0.709126951,0.623558277,1
get,aways,getaways,2,12.5,0.709126951,0.623558277,1
straight,aways,straightaways,1,12.5,0.709126951,0.623558277,1
break,aways,breakaways,1,9.21,-0.172326923,-0.378298429,1
give,aways,giveaways,1,12.8,1.8746488,2.165117632,1
stow,aways,stowaways,1,12.1,1.201769242,1.082286382,1
pick,axe,pickaxe,1,9.21,-0.172326923,-0.378298429,1
broad,axe,broadaxe,1,11.6,0.13692797,0.669906871,1
break,axe,breakaxe,1,9.21,-0.172326923,-0.378298429,1
pick,axes,pickaxes,1,9.21,-0.172326923,-0.378298429,1
cry,babies,crybabies,1,8.22,-0.240416714,-0.333869389,1
bush,baby,bushbaby,1,8.2,-0.368110014,-0.390390487,1
cry,baby,crybaby,1,8.22,-0.240416714,-0.333869389,1
prickle,back,prickleback,1,10.2,-0.311252275,-0.34153833,1
sling,back,slingback,1,5.36,-0.377779361,-0.401226698,1
wet,back,wetback,1,8.43,-0.368585006,-0.373494219,1
throw,back,throwback,1,6.89,-0.373488544,-0.392107012,1
paper,back,paperback,1,9.63,-0.346074991,-0.378024861,1
claw,back,clawback,1,6.89,-0.373488544,-0.392107012,1
hump,back,humpback,1,6.81,-0.376751684,-0.400548104,1
kick,back,kickback,1,6.78,-0.376818783,-0.400374046,1
flash,back,flashback,1,8.2,-0.368110014,-0.390390487,1
buy,back,buyback,1,8.22,-0.240416714,-0.333869389,1
lobster,back,lobsterback,1,9.63,-0.346074991,-0.378024861,1
blow,back,blowback,1,6.89,-0.373488544,-0.392107012,1
tie,back,tieback,1,10.2,-0.311252275,-0.34153833,1
hard,back,hardback,1,7.33,-0.364368351,-0.395126906,1
hunch,back,hunchback,1,8.2,-0.368110014,-0.390390487,1
quarter,back,quarterback,1,9.63,-0.346074991,-0.378024861,1
out,back,outback,1,8.43,-0.368585006,-0.373494219,1
fall,back,fallback,1,8.6,-0.36915888,-0.394313761,1
cut,back,cutback,1,8.43,-0.368585006,-0.373494219,1
roll,back,rollback,1,8.6,-0.36915888,-0.394313761,1
horse,back,horseback,1,10.2,-0.311252275,-0.34153833,1
hatch,back,hatchback,1,8.2,-0.368110014,-0.390390487,1
call,back,callback,1,8.6,-0.36915888,-0.394313761,1
saddle,back,saddleback,1,10.2,-0.311252275,-0.34153833,1
leather,back,leatherback,1,9.63,-0.346074991,-0.378024861,1
pay,back,payback,1,8.22,-0.240416714,-0.333869389,1
gray,back,grayback,1,8.22,-0.240416714,-0.333869389,1
play,back,playback,1,8.22,-0.240416714,-0.333869389,1
tail,back,tailback,1,8.6,-0.36915888,-0.394313761,1
set,back,setback,1,8.43,-0.368585006,-0.373494219,1
fin,back,finback,1,8.42,-0.370885802,-0.395060031,1
pull,back,pullback,1,8.6,-0.36915888,-0.394313761,1
soft,back,softback,1,8.43,-0.368585006,-0.373494219,1
silver,back,silverback,1,9.63,-0.346074991,-0.378024861,1
line,backers,linebackers,1,10.2,-0.311252275,-0.34153833,1
call,backs,callbacks,1,8.6,-0.36915888,-0.394313761,1
cut,backs,cutbacks,1,8.43,-0.368585006,-0.373494219,1
hump,backs,humpbacks,1,6.81,-0.376751684,-0.400548104,1
play,backs,playbacks,1,8.22,-0.240416714,-0.333869389,1
hard,backs,hardbacks,1,7.33,-0.364368351,-0.395126906,1
pay,backs,paybacks,1,8.22,-0.240416714,-0.333869389,1
out,backs,outbacks,1,8.43,-0.368585006,-0.373494219,1
hunch,backs,hunchbacks,1,8.2,-0.368110014,-0.390390487,1
roll,backs,rollbacks,1,8.6,-0.36915888,-0.394313761,1
pull,backs,pullbacks,1,8.6,-0.36915888,-0.394313761,1
flash,backs,flashbacks,1,8.2,-0.368110014,-0.390390487,1
kick,backs,kickbacks,1,6.78,-0.376818783,-0.400374046,1
canvas,backs,canvasbacks,1,8.59,-0.356676664,-0.378338393,1
draw,backs,drawbacks,1,6.89,-0.373488544,-0.392107012,1
paper,backs,paperbacks,1,9.63,-0.346074991,-0.378024861,1
buy,backs,buybacks,1,8.22,-0.240416714,-0.333869389,1
school,bag,schoolbag,1,8.6,-0.36915888,-0.394313761,1
bean,bag,beanbag,1,8.42,-0.370885802,-0.395060031,1
feed,bag,feedbag,1,7.33,-0.364368351,-0.395126906,1
money,bag,moneybag,1,8.22,-0.240416714,-0.333869389,1
hand,bag,handbag,1,7.33,-0.364368351,-0.395126906,1
game,bag,gamebag,1,10.2,-0.311252275,-0.34153833,1
saddle,bag,saddlebag,1,10.2,-0.311252275,-0.34153833,1
kit,bag,kitbag,1,8.43,-0.368585006,-0.373494219,1
sick,bag,sickbag,1,6.78,-0.376818783,-0.400374046,1
sand,bag,sandbag,1,7.33,-0.364368351,-0.395126906,1
work,bag,workbag,1,6.78,-0.376818783,-0.400374046,1
mail,bag,mailbag,1,8.6,-0.36915888,-0.394313761,1
post,bag,postbag,1,8.43,-0.368585006,-0.373494219,1
rag,bag,ragbag,1,5.36,-0.377779361,-0.401226698,1
sand,bagger,sandbagger,1,7.33,-0.364368351,-0.395126906,1
saddle,bags,saddlebags,1,10.2,-0.311252275,-0.34153833,1
feed,bags,feedbags,1,7.33,-0.364368351,-0.395126906,1
mail,bags,mailbags,1,8.6,-0.36915888,-0.394313761,1
carpet,bags,carpetbags,1,8.43,-0.368585006,-0.373494219,1
gas,bags,gasbags,1,8.59,-0.356676664,-0.378338393,1
post,bags,postbags,1,8.43,-0.368585006,-0.373494219,1
bean,bags,beanbags,1,8.42,-0.370885802,-0.395060031,1
sand,bags,sandbags,1,7.33,-0.364368351,-0.395126906,1
hand,bags,handbags,1,7.33,-0.364368351,-0.395126906,1
flea,bags,fleabags,1,11.5,0.204263778,0.153605767,1
money,bags,moneybags,1,8.22,-0.240416714,-0.333869389,1
school,bags,schoolbags,1,8.6,-0.36915888,-0.394313761,1
crow,bait,crowbait,1,6.89,-0.373488544,-0.392107012,1
hard,bake,hardbake,1,7.33,-0.364368351,-0.395126906,1
clam,bake,clambake,1,10.7,-0.220929695,-0.261533469,1
clam,bakes,clambakes,1,10.7,-0.220929695,-0.261533469,1
beach,ball,beachball,1,8.2,-0.368110014,-0.390390487,1
ground,ball,groundball,1,7.33,-0.364368351,-0.395126906,1
hard,ball,hardball,1,7.33,-0.364368351,-0.395126906,1
butter,ball,butterball,1,9.63,-0.346074991,-0.378024861,1
goof,ball,goofball,1,4.32,-0.377952406,-0.401414726,1
base,ball,baseball,1,10.2,-0.311252275,-0.34153833,1
basket,ball,basketball,1,8.43,-0.368585006,-0.373494219,1
racquet,ball,racquetball,1,8.43,-0.368585006,-0.373494219,1
stick,ball,stickball,1,6.78,-0.376818783,-0.400374046,1
hand,ball,handball,1,7.33,-0.364368351,-0.395126906,1
eye,ball,eyeball,1,10.2,-0.311252275,-0.34153833,1
pin,ball,pinball,1,8.42,-0.370885802,-0.395060031,1
hair,ball,hairball,1,9.63,-0.346074991,-0.378024861,1
knuckle,ball,knuckleball,1,10.2,-0.311252275,-0.34153833,1
fire,ball,fireball,1,10.2,-0.311252275,-0.34153833,1
spit,ball,spitball,1,8.43,-0.368585006,-0.373494219,1
grease,ball,greaseball,1,10.2,-0.311252275,-0.34153833,1
fast,ball,fastball,1,8.43,-0.368585006,-0.373494219,1
foot,ball,football,1,8.43,-0.368585006,-0.373494219,1
sour,ball,sourball,1,9.63,-0.346074991,-0.378024861,1
net,ball,netball,1,8.43,-0.368585006,-0.373494219,1
punch,ball,punchball,1,8.2,-0.368110014,-0.390390487,1
volley,ball,volleyball,1,8.22,-0.240416714,-0.333869389,1
puff,ball,puffball,1,4.32,-0.377952406,-0.401414726,1
tether,ball,tetherball,1,9.63,-0.346074991,-0.378024861,1
bean,ball,beanball,1,8.42,-0.370885802,-0.395060031,1
meat,ball,meatball,1,8.43,-0.368585006,-0.373494219,1
paint,ball,paintball,1,8.43,-0.368585006,-0.373494219,1
push,ball,pushball,1,8.2,-0.368110014,-0.390390487,1
cannon,ball,cannonball,1,8.42,-0.370885802,-0.395060031,1
track,ball,trackball,1,6.78,-0.376818783,-0.400374046,1
snow,ball,snowball,1,6.89,-0.373488544,-0.392107012,1
soft,ball,softball,1,8.43,-0.368585006,-0.373494219,1
basket,balls,basketballs,1,8.43,-0.368585006,-0.373494219,1
foot,balls,footballs,1,8.43,-0.368585006,-0.373494219,1
base,balls,baseballs,1,10.2,-0.311252275,-0.34153833,1
butter,balls,butterballs,1,9.63,-0.346074991,-0.378024861,1
soft,balls,softballs,1,8.43,-0.368585006,-0.373494219,1
fast,balls,fastballs,1,8.43,-0.368585006,-0.373494219,1
meat,balls,meatballs,1,8.43,-0.368585006,-0.373494219,1
screw,balls,screwballs,1,6.89,-0.373488544,-0.392107012,1
hand,balls,handballs,1,7.33,-0.364368351,-0.395126906,1
puff,balls,puffballs,1,4.32,-0.377952406,-0.401414726,1
spit,balls,spitballs,1,8.43,-0.368585006,-0.373494219,1
cannon,balls,cannonballs,1,8.42,-0.370885802,-0.395060031,1
racquet,balls,racquetballs,1,8.43,-0.368585006,-0.373494219,1
eye,balls,eyeballs,1,10.2,-0.311252275,-0.34153833,1
fire,balls,fireballs,1,10.2,-0.311252275,-0.34153833,1
moth,balls,mothballs,1,8.2,-0.368110014,-0.390390487,1
track,balls,trackballs,1,6.78,-0.376818783,-0.400374046,1
black,balls,blackballs,1,6.78,-0.376818783,-0.400374046,1
snow,balls,snowballs,1,6.89,-0.373488544,-0.392107012,1
hair,balls,hairballs,1,9.63,-0.346074991,-0.378024861,1
volley,balls,volleyballs,1,8.22,-0.240416714,-0.333869389,1
neck,band,neckband,1,6.78,-0.376818783,-0.400374046,1
nose,band,noseband,1,10.2,-0.311252275,-0.34153833,1
waist,band,waistband,1,8.43,-0.368585006,-0.373494219,1
arm,band,armband,1,10.7,-0.220929695,-0.261533469,1
sweat,band,sweatband,1,8.43,-0.368585006,-0.373494219,1
head,band,headband,1,7.33,-0.364368351,-0.395126906,1
watch,band,watchband,1,8.2,-0.368110014,-0.390390487,1
wrist,band,wristband,1,8.43,-0.368585006,-0.373494219,1
watch,bands,watchbands,1,8.2,-0.368110014,-0.390390487,1
arm,bands,armbands,1,10.7,-0.220929695,-0.261533469,1
hat,bands,hatbands,1,8.43,-0.368585006,-0.373494219,1
wrist,bands,wristbands,1,8.43,-0.368585006,-0.373494219,1
head,bands,headbands,1,7.33,-0.364368351,-0.395126906,1
sweat,bands,sweatbands,1,8.43,-0.368585006,-0.373494219,1
waist,bands,waistbands,1,8.43,-0.368585006,-0.373494219,1
neck,bands,neckbands,1,6.78,-0.376818783,-0.400374046,1
sand,bank,sandbank,1,7.33,-0.364368351,-0.395126906,1
river,bank,riverbank,1,9.63,-0.346074991,-0.378024861,1
snow,bank,snowbank,1,6.89,-0.373488544,-0.392107012,1
sand,banks,sandbanks,1,7.33,-0.364368351,-0.395126906,1
snow,banks,snowbanks,1,6.89,-0.373488544,-0.392107012,1
river,banks,riverbanks,1,9.63,-0.346074991,-0.378024861,1
cross,bar,crossbar,1,8.59,-0.356676664,-0.378338393,1
sand,bar,sandbar,1,7.33,-0.364368351,-0.395126906,1
side,bar,sidebar,1,10.2,-0.311252275,-0.34153833,1
handle,bar,handlebar,1,10.2,-0.311252275,-0.34153833,1
birch,bark,birchbark,1,8.2,-0.368110014,-0.390390487,1
stringy,bark,stringybark,1,8.22,-0.240416714,-0.333869389,1
smooth,bark,smoothbark,1,8.2,-0.368110014,-0.390390487,1
cow,barn,cowbarn,1,6.89,-0.373488544,-0.392107012,1
hand,barrow,handbarrow,1,7.33,-0.364368351,-0.395126906,1
wheel,barrow,wheelbarrow,1,8.6,-0.36915888,-0.394313761,1
wheel,barrows,wheelbarrows,1,8.6,-0.36915888,-0.394313761,1
side,bars,sidebars,1,10.2,-0.311252275,-0.34153833,1
cross,bars,crossbars,1,8.59,-0.356676664,-0.378338393,1
handle,bars,handlebars,1,10.2,-0.311252275,-0.34153833,1
sand,bars,sandbars,1,7.33,-0.364368351,-0.395126906,1
data,base,database,1,11.5,0.204263778,0.153605767,1
fire,base,firebase,1,10.2,-0.311252275,-0.34153833,1
wheel,base,wheelbase,1,8.6,-0.36915888,-0.394313761,1
wheel,bases,wheelbases,1,8.6,-0.36915888,-0.394313761,1
data,bases,databases,1,11.5,0.204263778,0.153605767,1
hand,basin,handbasin,1,7.33,-0.364368351,-0.395126906,1
wash,basin,washbasin,1,8.2,-0.368110014,-0.390390487,1
wash,basins,washbasins,1,8.2,-0.368110014,-0.390390487,1
work,basket,workbasket,1,6.78,-0.376818783,-0.400374046,1
bread,basket,breadbasket,1,7.33,-0.364368351,-0.395126906,1
hand,basket,handbasket,1,7.33,-0.364368351,-0.395126906,1
waste,basket,wastebasket,1,10.2,-0.311252275,-0.34153833,1
work,baskets,workbaskets,1,6.78,-0.376818783,-0.400374046,1
bread,baskets,breadbaskets,1,7.33,-0.364368351,-0.395126906,1
waste,baskets,wastebaskets,1,10.2,-0.311252275,-0.34153833,1
blood,bath,bloodbath,1,7.33,-0.364368351,-0.395126906,1
foot,bath,footbath,1,8.43,-0.368585006,-0.373494219,1
bird,bath,birdbath,1,7.33,-0.364368351,-0.395126906,1
eye,bath,eyebath,1,10.2,-0.311252275,-0.34153833,1
sun,bather,sunbather,1,8.42,-0.370885802,-0.395060031,1
sun,bathers,sunbathers,1,8.42,-0.370885802,-0.395060031,1
bird,baths,birdbaths,1,7.33,-0.364368351,-0.395126906,1
blood,baths,bloodbaths,1,7.33,-0.364368351,-0.395126906,1
half,beak,halfbeak,1,4.32,-0.377952406,-0.401414726,1
sun,beam,sunbeam,1,8.42,-0.370885802,-0.395060031,1
moon,beam,moonbeam,1,8.42,-0.370885802,-0.395060031,1
cross,beam,crossbeam,1,8.59,-0.356676664,-0.378338393,1
sun,beams,sunbeams,1,8.42,-0.370885802,-0.395060031,1
cross,beams,crossbeams,1,8.59,-0.356676664,-0.378338393,1
moon,beams,moonbeams,1,8.42,-0.370885802,-0.395060031,1
soy,bean,soybean,1,8.22,-0.240416714,-0.333869389,1
soy,beans,soybeans,1,8.22,-0.240416714,-0.333869389,1
grey,beard,greybeard,1,8.22,-0.240416714,-0.333869389,1
gray,beard,graybeard,1,8.22,-0.240416714,-0.333869389,1
goats,beard,goatsbeard,1,8.59,-0.356676664,-0.378338393,1
long,beard,longbeard,1,5.36,-0.377779361,-0.401226698,1
gray,beards,graybeards,1,8.22,-0.240416714,-0.333869389,1
train,bearer,trainbearer,1,8.42,-0.370885802,-0.395060031,1
mace,bearer,macebearer,1,10.2,-0.311252275,-0.34153833,1
cup,bearer,cupbearer,1,6.81,-0.376751684,-0.400548104,1
tale,bearer,talebearer,1,10.2,-0.311252275,-0.34153833,1
torch,bearer,torchbearer,1,8.2,-0.368110014,-0.390390487,1
tale,bearers,talebearers,1,10.2,-0.311252275,-0.34153833,1
torch,bearers,torchbearers,1,8.2,-0.368110014,-0.390390487,1
child,bearing,childbearing,1,7.33,-0.364368351,-0.395126906,1
down,beat,downbeat,1,8.42,-0.370885802,-0.395060031,1
heart,beat,heartbeat,1,8.43,-0.368585006,-0.373494219,1
drum,beat,drumbeat,1,10.7,-0.220929695,-0.261533469,1
dead,beat,deadbeat,1,7.33,-0.364368351,-0.395126906,1
drum,beater,drumbeater,1,10.7,-0.220929695,-0.261533469,1
egg,beater,eggbeater,1,5.36,-0.377779361,-0.401226698,1
egg,beaters,eggbeaters,1,5.36,-0.377779361,-0.401226698,1
off,beats,offbeats,1,4.32,-0.377952406,-0.401414726,1
heart,beats,heartbeats,1,8.43,-0.368585006,-0.373494219,1
drum,beats,drumbeats,1,10.7,-0.220929695,-0.261533469,1
sea,bed,seabed,1,11.5,0.204263778,0.153605767,1
day,bed,daybed,1,8.22,-0.240416714,-0.333869389,1
feather,bed,featherbed,1,9.63,-0.346074991,-0.378024861,1
flat,bed,flatbed,1,8.43,-0.368585006,-0.373494219,1
sick,bed,sickbed,1,6.78,-0.376818783,-0.400374046,1
flower,bed,flowerbed,1,9.63,-0.346074991,-0.378024861,1
death,bed,deathbed,1,8.2,-0.368110014,-0.390390487,1
child,bed,childbed,1,7.33,-0.364368351,-0.395126906,1
stream,bed,streambed,1,10.7,-0.220929695,-0.261533469,1
hot,bed,hotbed,1,8.43,-0.368585006,-0.373494219,1
seed,bed,seedbed,1,7.33,-0.364368351,-0.395126906,1
feather,bedding,featherbedding,2,9.63,-0.346074991,-0.378024861,1
death,beds,deathbeds,1,8.2,-0.368110014,-0.390390487,1
day,beds,daybeds,1,8.22,-0.240416714,-0.333869389,1
road,beds,roadbeds,1,7.33,-0.364368351,-0.395126906,1
flat,beds,flatbeds,1,8.43,-0.368585006,-0.373494219,1
sick,beds,sickbeds,1,6.78,-0.376818783,-0.400374046,1
river,beds,riverbeds,1,9.63,-0.346074991,-0.378024861,1
flower,beds,flowerbeds,1,9.63,-0.346074991,-0.378024861,1
sea,beds,seabeds,1,11.5,0.204263778,0.153605767,1
hot,beds,hotbeds,1,8.43,-0.368585006,-0.373494219,1
seed,beds,seedbeds,1,7.33,-0.364368351,-0.395126906,1
honey,bee,honeybee,1,8.22,-0.240416714,-0.333869389,1
bumble,bee,bumblebee,1,10.2,-0.311252275,-0.34153833,1
honey,bees,honeybees,1,8.22,-0.240416714,-0.333869389,1
bumble,bees,bumblebees,1,10.2,-0.311252275,-0.34153833,1
black,beetle,blackbeetle,1,6.78,-0.376818783,-0.400374046,1
lady,beetle,ladybeetle,1,8.22,-0.240416714,-0.333869389,1
well,being,wellbeing,1,8.6,-0.36915888,-0.394313761,1
cow,bell,cowbell,1,6.89,-0.373488544,-0.392107012,1
door,bell,doorbell,1,9.63,-0.346074991,-0.378024861,1
hand,bell,handbell,1,7.33,-0.364368351,-0.395126906,1
pot,bellies,potbellies,1,8.43,-0.368585006,-0.373494219,1
dumb,bells,dumbbells,1,9,-0.337701718,-0.372805662,1
honey,bells,honeybells,1,8.22,-0.240416714,-0.333869389,1
cow,bells,cowbells,1,6.89,-0.373488544,-0.392107012,1
door,bells,doorbells,1,9.63,-0.346074991,-0.378024861,1
blue,bells,bluebells,1,10.2,-0.311252275,-0.34153833,1
red,belly,redbelly,1,7.33,-0.364368351,-0.395126906,1
green,belt,greenbelt,1,8.42,-0.370885802,-0.395060031,1
seat,belt,seatbelt,1,8.43,-0.368585006,-0.373494219,1
green,belts,greenbelts,1,8.42,-0.370885802,-0.395060031,1
back,bench,backbench,1,6.78,-0.376818783,-0.400374046,1
work,bench,workbench,1,6.78,-0.376818783,-0.400374046,1
cross,bench,crossbench,1,8.59,-0.356676664,-0.378338393,1
work,benches,workbenches,1,6.78,-0.376818783,-0.400374046,1
back,benches,backbenches,1,6.78,-0.376818783,-0.400374046,1
back,bend,backbend,1,6.78,-0.376818783,-0.400374046,1
hell,bender,hellbender,1,8.6,-0.36915888,-0.394313761,1
methyl,benzene,methylbenzene,1,8.6,-0.36915888,-0.394313761,1
alkyl,benzene,alkylbenzene,1,8.6,-0.36915888,-0.394313761,1
ice,berg,iceberg,1,10.2,-0.311252275,-0.34153833,1
ice,bergs,icebergs,1,10.2,-0.311252275,-0.34153833,1
black,berries,blackberries,1,6.78,-0.376818783,-0.400374046,1
dew,berries,dewberries,1,6.89,-0.373488544,-0.392107012,1
blue,berries,blueberries,1,10.2,-0.311252275,-0.34153833,1
wine,berry,wineberry,1,10.2,-0.311252275,-0.34153833,1
sugar,berry,sugarberry,1,9.63,-0.346074991,-0.378024861,1
bunch,berry,bunchberry,1,8.2,-0.368110014,-0.390390487,1
blood,berry,bloodberry,1,7.33,-0.364368351,-0.395126906,1
jam,berry,jamberry,1,10.7,-0.220929695,-0.261533469,1
china,berry,chinaberry,1,11.5,0.204263778,0.153605767,1
dangle,berry,dangleberry,1,10.2,-0.311252275,-0.34153833,1
tea,berry,teaberry,1,11.5,0.204263778,0.153605767,1
sun,berry,sunberry,1,8.42,-0.370885802,-0.395060031,1
salmon,berry,salmonberry,1,8.42,-0.370885802,-0.395060031,1
sparkle,berry,sparkleberry,1,10.2,-0.311252275,-0.34153833,1
ground,berry,groundberry,1,7.33,-0.364368351,-0.395126906,1
winter,berry,winterberry,1,9.63,-0.346074991,-0.378024861,1
blue,berry,blueberry,1,10.2,-0.311252275,-0.34153833,1
red,berry,redberry,1,7.33,-0.364368351,-0.395126906,1
spice,berry,spiceberry,1,10.2,-0.311252275,-0.34153833,1
poison,berry,poisonberry,1,8.42,-0.370885802,-0.395060031,1
silver,berry,silverberry,1,9.63,-0.346074991,-0.378024861,1
soap,berry,soapberry,1,6.81,-0.376751684,-0.400548104,1
rouge,berry,rougeberry,1,10.2,-0.311252275,-0.34153833,1
black,berry,blackberry,1,6.78,-0.376818783,-0.400374046,1
wax,berry,waxberry,1,3.78,-0.378434461,-0.40147221,1
motor,bike,motorbike,1,9.63,-0.346074991,-0.378024861,1
motor,bikes,motorbikes,1,9.63,-0.346074991,-0.378024861,1
open,bill,openbill,1,8.42,-0.370885802,-0.395060031,1
duck,bill,duckbill,1,6.78,-0.376818783,-0.400374046,1
play,bills,playbills,1,8.22,-0.240416714,-0.333869389,1
litter,bin,litterbin,1,9.63,-0.346074991,-0.378024861,1
dust,bin,dustbin,1,8.43,-0.368585006,-0.373494219,1
ash,bin,ashbin,1,8.2,-0.368110014,-0.390390487,1
coal,bin,coalbin,1,8.6,-0.36915888,-0.394313761,1
waste,bin,wastebin,1,10.2,-0.311252275,-0.34153833,1
book,binder,bookbinder,1,6.78,-0.376818783,-0.400374046,1
spell,binder,spellbinder,1,8.6,-0.36915888,-0.394313761,1
book,binderies,bookbinderies,1,6.78,-0.376818783,-0.400374046,1
book,binders,bookbinders,1,6.78,-0.376818783,-0.400374046,1
book,bindery,bookbindery,1,6.78,-0.376818783,-0.400374046,1
book,binding,bookbinding,1,6.78,-0.376818783,-0.400374046,1
dust,bins,dustbins,1,8.43,-0.368585006,-0.373494219,1
cedar,bird,cedarbird,1,9.63,-0.346074991,-0.378024861,1
sea,bird,seabird,1,11.5,0.204263778,0.153605767,1
yellow,bird,yellowbird,1,6.89,-0.373488544,-0.392107012,1
blue,bird,bluebird,1,10.2,-0.311252275,-0.34153833,1
love,bird,lovebird,1,10.2,-0.311252275,-0.34153833,1
black,bird,blackbird,1,6.78,-0.376818783,-0.400374046,1
song,bird,songbird,1,5.36,-0.377779361,-0.401226698,1
thunder,bird,thunderbird,1,9.63,-0.346074991,-0.378024861,1
puff,bird,puffbird,1,4.32,-0.377952406,-0.401414726,1
jay,bird,jaybird,1,8.22,-0.240416714,-0.333869389,1
water,bird,waterbird,1,9.63,-0.346074991,-0.378024861,1
reed,bird,reedbird,1,7.33,-0.364368351,-0.395126906,1
bell,bird,bellbird,1,8.6,-0.36915888,-0.394313761,1
stilt,bird,stiltbird,1,8.43,-0.368585006,-0.373494219,1
snow,bird,snowbird,1,6.89,-0.373488544,-0.392107012,1
yard,bird,yardbird,1,7.33,-0.364368351,-0.395126906,1
red,bird,redbird,1,7.33,-0.364368351,-0.395126906,1
mocking,bird,mockingbird,1,5.36,-0.377779361,-0.401226698,1
humming,bird,hummingbird,1,5.36,-0.377779361,-0.401226698,1
night,bird,nightbird,1,8.43,-0.368585006,-0.373494219,1
shore,bird,shorebird,1,10.2,-0.311252275,-0.34153833,1
lady,birds,ladybirds,1,8.22,-0.240416714,-0.333869389,1
black,birds,blackbirds,1,6.78,-0.376818783,-0.400374046,1
love,birds,lovebirds,1,10.2,-0.311252275,-0.34153833,1
red,birds,redbirds,1,7.33,-0.364368351,-0.395126906,1
snow,birds,snowbirds,1,6.89,-0.373488544,-0.392107012,1
shore,birds,shorebirds,1,10.2,-0.311252275,-0.34153833,1
humming,birds,hummingbirds,1,5.36,-0.377779361,-0.401226698,1
song,birds,songbirds,1,5.36,-0.377779361,-0.401226698,1
jay,birds,jaybirds,1,8.22,-0.240416714,-0.333869389,1
sea,birds,seabirds,1,11.5,0.204263778,0.153605767,1
