c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
squaw,root,squawroot,1,9.53,-0.284513246,-0.319595203,0
pink,root,pinkroot,1,8.04,-0.374957663,-0.40066605,0
man,root,manroot,1,8.38,-0.366955201,-0.396689414,0
tap,roots,taproots,1,12.2,0.112339647,0.236197783,0
rock,rose,rockrose,1,8.04,-0.374957663,-0.40066605,0
prim,roses,primroses,1,5.81,-0.242844645,-0.401296321,0
heart,rot,heartrot,2,12.2,0.222991517,0.235683856,0
hedge,rows,hedgerows,1,13.9,4.159634197,3.652748198,0
penny,royal,pennyroyal,1,8.97,-0.371749262,-0.395628695,0
hearth,rugs,hearthrugs,1,10.6,-0.199427935,-0.221289133,0
mill,run,millrun,1,8.53,-0.338743521,-0.352658988,0
rum,runner,rumrunner,1,5.81,-0.242844645,-0.401296321,0
gun,runners,gunrunners,1,8.38,-0.366955201,-0.396689414,0
gun,running,gunrunning,1,8.38,-0.366955201,-0.396689414,0
bull,rush,bullrush,1,8.53,-0.338743521,-0.352658988,0
grip,sack,gripsack,1,10.2,-0.273012797,-0.300015819,0
gunny,sack,gunnysack,1,10.7,-0.09635121,0.01442177,0
hop,sack,hopsack,1,10.2,-0.273012797,-0.300015819,0
hop,sacking,hopsacking,1,10.2,-0.273012797,-0.300015819,0
gunny,sacks,gunnysacks,1,10.7,-0.09635121,0.01442177,0
gaff,sail,gaffsail,2,8.16,-0.373559175,-0.397396751,0
para,sail,parasail,2,13,1.306484599,1.432781427,0
lug,sail,lugsail,2,10.3,-0.241733977,-0.182062803,0
head,sail,headsail,2,11,-0.135056851,0.061003165,0
stay,sail,staysail,2,10.7,-0.09635121,0.01442177,0
sprit,sail,spritsail,1,12.2,-0.011308278,0.246067977,0
para,sailing,parasailing,2,13,1.306484599,1.432781427,0
lug,sails,lugsails,2,10.3,-0.241733977,-0.182062803,0
name,sake,namesake,1,13.4,1.573218026,1.990441865,0
rip,saw,ripsaw,1,10.2,-0.273012797,-0.300015819,0
jig,saw,jigsaw,1,10.3,-0.241733977,-0.182062803,0
see,saw,seesaw,1,13.4,1.573218026,1.990441865,0
buck,saw,bucksaw,1,10.5,-0.170755389,-0.196073156,0
pit,saw,pitsaw,1,12.2,-0.011308278,0.246067977,0
gang,saw,gangsaw,1,10.3,-0.241733977,-0.182062803,0
fret,saw,fretsaw,1,12.2,-0.011308278,0.246067977,0
buck,saws,bucksaws,1,10.5,-0.170755389,-0.196073156,0
see,saws,seesaws,1,13.4,1.573218026,1.990441865,0
fret,saws,fretsaws,1,12.2,-0.011308278,0.246067977,0
jig,saws,jigsaws,1,10.3,-0.241733977,-0.182062803,0
whip,saws,whipsaws,1,10.2,-0.273012797,-0.300015819,0
rip,saws,ripsaws,1,10.2,-0.273012797,-0.300015819,0
hear,say,hearsay,1,12.5,0.359919785,0.43043049,0
sooth,saying,soothsaying,1,9.32,-0.352606568,-0.36694474,0
four,score,fourscore,2,12.5,0.359919785,0.43043049,0
butter,scotch,butterscotch,1,12.5,0.359919785,0.43043049,0
hop,scotch,hopscotch,1,10.2,-0.273012797,-0.300015819,0
hop,scotches,hopscotches,1,10.2,-0.273012797,-0.300015819,0
jack,screw,jackscrew,2,10.5,-0.170755389,-0.196073156,0
air,screw,airscrew,2,12.5,0.359919785,0.43043049,0
set,screw,setscrew,2,12.2,-0.011308278,0.246067977,0
thumb,screws,thumbscrews,2,10.2,-0.337196708,-0.362878327,0
golden,seal,goldenseal,1,12.4,0.097973356,0.118726289,0
country,seat,countryseat,1,10.7,-0.09635121,0.01442177,0
rape,seed,rapeseed,1,13.4,1.573218026,1.990441865,0
moon,seed,moonseed,1,12.4,0.097973356,0.118726289,0
drop,seed,dropseed,1,10.2,-0.273012797,-0.300015819,0
worm,seed,wormseed,1,10.6,-0.281652701,-0.290127074,0
heart,seed,heartseed,1,12.2,-0.011308278,0.246067977,0
bone,set,boneset,1,13.4,1.573218026,1.990441865,0
summer,set,summerset,1,12.5,0.359919785,0.43043049,0
type,setter,typesetter,1,13.4,1.573218026,1.990441865,0
toad,shade,toadshade,1,11,-0.135056851,0.061003165,0
night,shade,nightshade,1,12.2,-0.011308278,0.246067977,0
cam,shaft,camshaft,2,10.6,-0.281652701,-0.290127074,0
crank,shafts,crankshafts,2,10.5,-0.170755389,-0.196073156,0
cam,shafts,camshafts,2,10.6,-0.281652701,-0.290127074,0
hind,shank,hindshank,2,11,-0.135056851,0.061003165,0
red,shank,redshank,2,11,-0.135056851,0.061003165,0
green,shank,greenshank,2,12.4,0.097973356,0.118726289,0
sheep,shank,sheepshank,1,10.2,-0.273012797,-0.300015819,0
spindle,shanks,spindleshanks,2,13.4,1.573218026,1.990441865,0
plough,share,ploughshare,2,9.32,-0.352606568,-0.36694474,0
plow,share,plowshare,2,10,-0.310351733,-0.312624323,0
plow,shares,plowshares,2,10,-0.310351733,-0.312624323,0
card,sharp,cardsharp,2,11,-0.135056851,0.061003165,0
card,sharper,cardsharper,2,11,-0.135056851,0.061003165,0
card,sharpers,cardsharpers,2,11,-0.135056851,0.061003165,0
card,sharps,cardsharps,2,11,-0.135056851,0.061003165,0
spoke,shave,spokeshave,2,13.4,1.573218026,1.990441865,0
draw,shave,drawshave,2,10,-0.310351733,-0.312624323,0
water,shed,watershed,1,12.5,0.359919785,0.43043049,0
ground,sheets,groundsheets,1,11,-0.135056851,0.061003165,0
cockle,shell,cockleshell,2,13.4,1.573218026,1.990441865,0
pot,sherd,potsherd,2,12.2,-0.011308278,0.246067977,0
gum,shield,gumshield,1,10.6,-0.281652701,-0.290127074,0
red,shift,redshift,1,11,-0.135056851,0.061003165,0
make,shifts,makeshifts,1,13.4,1.573218026,1.990441865,0
moon,shine,moonshine,1,12.4,0.097973356,0.118726289,0
moon,shiner,moonshiner,1,12.4,0.097973356,0.118726289,0
moon,shiners,moonshiners,1,12.4,0.097973356,0.118726289,0
moon,shines,moonshines,1,12.4,0.097973356,0.118726289,0
showman,ship,showmanship,1,12.4,0.097973356,0.118726289,0
swordsman,ship,swordsmanship,1,12.4,0.097973356,0.118726289,0
airman,ship,airmanship,1,12.4,0.097973356,0.118726289,0
chairman,ship,chairmanship,1,12.4,0.097973356,0.118726289,0
horseman,ship,horsemanship,1,12.4,0.097973356,0.118726289,0
gum,shoe,gumshoe,2,10.6,-0.281652701,-0.290127074,0
gum,shoes,gumshoes,2,10.6,-0.281652701,-0.290127074,0
crap,shooter,crapshooter,2,10.2,-0.273012797,-0.300015819,0
trouble,shooter,troubleshooter,2,13.4,1.573218026,1.990441865,0
crap,shooters,crapshooters,2,10.2,-0.273012797,-0.300015819,0
trouble,shooters,troubleshooters,2,13.4,1.573218026,1.990441865,0
bull,shot,bullshot,2,11.3,-0.164960138,-0.113493392,0
hot,shot,hotshot,2,12.2,-0.011308278,0.246067977,0
mug,shot,mugshot,2,10.3,-0.241733977,-0.182062803,0
pot,shot,potshot,2,12.2,-0.011308278,0.246067977,0
grape,shot,grapeshot,2,13.4,1.573218026,1.990441865,0
ear,shot,earshot,2,12.5,0.359919785,0.43043049,0
hot,shots,hotshots,2,12.2,-0.011308278,0.246067977,0
mug,shots,mugshots,2,10.3,-0.241733977,-0.182062803,0
way,side,wayside,1,10.7,-0.09635121,0.01442177,0
ring,side,ringside,1,10.3,-0.241733977,-0.182062803,0
iron,side,ironside,1,12.4,0.097973356,0.118726289,0
silver,sides,silversides,2,12.5,0.359919785,0.43043049,0
way,sides,waysides,2,10.7,-0.09635121,0.01442177,0
bomb,sight,bombsight,1,10.2,-0.337196708,-0.362878327,0
corn,silk,cornsilk,2,12.4,0.097973356,0.118726289,0
quick,silver,quicksilver,1,10.5,-0.170755389,-0.196073156,0
die,sinker,diesinker,1,13.4,1.573218026,1.990441865,0
bed,sits,bedsits,2,11,-0.135056851,0.061003165,0
fence,sitter,fencesitter,1,13.4,1.573218026,1.990441865,0
baby,sitters,babysitters,1,10.7,-0.09635121,0.01442177,0
cheap,skate,cheapskate,1,10.2,-0.273012797,-0.300015819,0
cheap,skates,cheapskates,1,10.2,-0.273012797,-0.300015819,0
doe,skin,doeskin,2,13.4,1.573218026,1.990441865,0
water,skin,waterskin,2,12.5,0.359919785,0.43043049,0
coon,skin,coonskin,2,12.4,0.097973356,0.118726289,0
kid,skin,kidskin,2,11,-0.135056851,0.061003165,0
wine,skin,wineskin,2,13.4,1.573218026,1.990441865,0
coon,skins,coonskins,2,12.4,0.097973356,0.118726289,0
mud,skipper,mudskipper,1,11,-0.135056851,0.061003165,0
out,skirts,outskirts,1,12.2,-0.011308278,0.246067977,0
bob,sled,bobsled,2,10.2,-0.337196708,-0.362878327,0
bob,sledding,bobsledding,2,10.2,-0.337196708,-0.362878327,0
bob,sleds,bobsleds,1,10.2,-0.337196708,-0.362878327,0
bob,sleigh,bobsleigh,1,10.2,-0.337196708,-0.362878327,0
bob,sleighs,bobsleighs,1,10.2,-0.337196708,-0.362878327,0
land,slip,landslip,2,11,-0.135056851,0.061003165,0
gym,slip,gymslip,2,10.6,-0.281652701,-0.290127074,0
cow,slip,cowslip,2,10,-0.310351733,-0.312624323,0
land,slips,landslips,2,11,-0.135056851,0.061003165,0
cow,slips,cowslips,2,10,-0.310351733,-0.312624323,0
foot,slogger,footslogger,2,12.2,-0.011308278,0.246067977,0
jack,smelt,jacksmelt,2,10.5,-0.170755389,-0.196073156,0
word,smith,wordsmith,1,11,-0.135056851,0.061003165,0
black,smith,blacksmith,1,10.5,-0.170755389,-0.196073156,0
black,smiths,blacksmiths,1,10.5,-0.170755389,-0.196073156,0
corn,smut,cornsmut,1,12.4,0.097973356,0.118726289,0
whip,snake,whipsnake,1,10.2,-0.273012797,-0.300015819,0
brandy,snap,brandysnap,1,10.7,-0.09635121,0.01442177,0
ginger,snap,gingersnap,2,12.5,0.359919785,0.43043049,0
whipper,snapper,whippersnapper,2,12.5,0.359919785,0.43043049,0
whipper,snappers,whippersnappers,2,12.5,0.359919785,0.43043049,0
ginger,snaps,gingersnaps,2,12.5,0.359919785,0.43043049,0
gutter,snipe,guttersnipe,1,12.5,0.359919785,0.43043049,0
jack,snipe,jacksnipe,1,10.5,-0.170755389,-0.196073156,0
tin,snips,tinsnips,2,12.4,0.097973356,0.118726289,0
bobby,sock,bobbysock,1,10.7,-0.09635121,0.01442177,0
wind,sock,windsock,1,11,-0.135056851,0.061003165,0
bobby,socks,bobbysocks,1,10.7,-0.09635121,0.01442177,0
four,some,foursome,1,12.5,0.359919785,0.43043049,0
god,son,godson,1,11,-0.135056851,0.061003165,0
whore,son,whoreson,1,13.4,1.573218026,1.990441865,0
plain,song,plainsong,1,12.4,0.097973356,0.118726289,0
even,song,evensong,1,12.4,0.097973356,0.118726289,0
god,sons,godsons,1,11,-0.135056851,0.061003165,0
sweet,sop,sweetsop,1,12.2,-0.011308278,0.246067977,0
milk,sop,milksop,1,10.5,-0.170755389,-0.196073156,0
sour,sop,soursop,1,12.5,0.359919785,0.43043049,0
milk,sops,milksops,2,10.5,-0.170755389,-0.196073156,0
kick,sorter,kicksorter,1,10.5,-0.170755389,-0.196073156,0
rag,sorter,ragsorter,1,10.3,-0.241733977,-0.182062803,0
fly,speck,flyspeck,1,10.7,-0.09635121,0.01442177,0
fly,specks,flyspecks,1,10.7,-0.09635121,0.01442177,0
marlin,spike,marlinspike,2,12.4,0.097973356,0.118726289,0
marline,spike,marlinespike,1,13.4,1.573218026,1.990441865,0
marline,spikes,marlinespikes,1,13.4,1.573218026,1.990441865,0
turn,spit,turnspit,2,12.4,0.097973356,0.118726289,0
tea,spoonful,teaspoonful,1,13,1.306484599,1.432781427,0
zoo,spore,zoospore,2,11.9,0.098609033,0.194142565,0
spoil,sports,spoilsports,2,11.3,-0.164960138,-0.113493392,0
hand,spring,handspring,1,11,-0.135056851,0.061003165,0
well,spring,wellspring,1,11.3,-0.164960138,-0.113493392,0
hair,spring,hairspring,1,12.5,0.359919785,0.43043049,0
off,spring,offspring,1,8.16,-0.373559175,-0.397396751,0
main,spring,mainspring,1,12.4,0.097973356,0.118726289,0
mud,springer,mudspringer,1,11,-0.135056851,0.061003165,0
hair,springs,hairsprings,1,12.5,0.359919785,0.43043049,0
bow,sprit,bowsprit,1,10,-0.310351733,-0.312624323,0
sand,spur,sandspur,1,11,-0.135056851,0.061003165,0
lark,spur,larkspur,1,10.5,-0.170755389,-0.196073156,0
lark,spurs,larkspurs,1,10.5,-0.170755389,-0.196073156,0
diddly,squat,diddlysquat,1,10.7,-0.09635121,0.01442177,0
pike,staff,pikestaff,1,13.4,1.573218026,1.990441865,0
quarter,staff,quarterstaff,1,12.5,0.359919785,0.43043049,0
tip,staff,tipstaff,1,10.2,-0.273012797,-0.300015819,0
pike,staffs,pikestaffs,1,13.4,1.573218026,1.990441865,0
grub,stake,grubstake,2,10.2,-0.337196708,-0.362878327,0
sweep,stakes,sweepstakes,2,10.2,-0.273012797,-0.300015819,0
finger,stall,fingerstall,2,12.5,0.359919785,0.43043049,0
head,stall,headstall,2,11,-0.135056851,0.061003165,0
thumb,stall,thumbstall,2,10.2,-0.337196708,-0.362878327,0
head,stalls,headstalls,1,11,-0.135056851,0.061003165,0
happen,stance,happenstance,1,12.4,0.097973356,0.118726289,0
happen,stances,happenstances,1,12.4,0.097973356,0.118726289,0
cab,stand,cabstand,1,10.2,-0.337196708,-0.362878327,0
band,stand,bandstand,1,11,-0.135056851,0.061003165,0
grand,stand,grandstand,1,11,-0.135056851,0.061003165,0
grand,stander,grandstander,1,11,-0.135056851,0.061003165,0
with,stander,withstander,1,9.32,-0.352606568,-0.36694474,0
under,standings,understandings,1,12.5,0.359919785,0.43043049,0
grand,stands,grandstands,1,11,-0.135056851,0.061003165,0
load,star,loadstar,2,11,-0.135056851,0.061003165,0
pole,star,polestar,2,13.4,1.573218026,1.990441865,0
lode,star,lodestar,2,13.4,1.573218026,1.990441865,0
lode,stars,lodestars,2,13.4,1.573218026,1.990441865,0
pole,stars,polestars,2,13.4,1.573218026,1.990441865,0
red,start,redstart,2,11,-0.135056851,0.061003165,0
tung,state,tungstate,1,10.3,-0.241733977,-0.182062803,0
main,stay,mainstay,1,12.4,0.097973356,0.118726289,0
back,stay,backstay,1,10.5,-0.170755389,-0.196073156,0
main,stays,mainstays,1,12.4,0.097973356,0.118726289,0
bed,stead,bedstead,1,11,-0.135056851,0.061003165,0
road,stead,roadstead,1,11,-0.135056851,0.061003165,0
bed,steads,bedsteads,1,11,-0.135056851,0.061003165,0
lock,step,lockstep,1,10.5,-0.170755389,-0.196073156,0
chop,stick,chopstick,2,10.2,-0.273012797,-0.300015819,0
maul,stick,maulstick,2,11.3,-0.164960138,-0.113493392,0
slip,stick,slipstick,2,10.2,-0.273012797,-0.300015819,0
billy,stick,billystick,1,10.7,-0.09635121,0.01442177,0
pig,sticking,pigsticking,2,10.3,-0.241733977,-0.182062803,0
joy,sticks,joysticks,2,10.7,-0.09635121,0.01442177,0
night,sticks,nightsticks,2,12.2,-0.011308278,0.246067977,0
pig,sties,pigsties,2,10.3,-0.241733977,-0.182062803,0
turn,stile,turnstile,2,12.4,0.097973356,0.118726289,0
turn,stiles,turnstiles,2,12.4,0.097973356,0.118726289,0
whip,stitching,whipstitching,1,10.2,-0.273012797,-0.300015819,0
pen,stock,penstock,1,12.4,0.097973356,0.118726289,0
blood,stock,bloodstock,1,11,-0.135056851,0.061003165,0
die,stock,diestock,1,13.4,1.573218026,1.990441865,0
tail,stock,tailstock,1,11.3,-0.164960138,-0.113493392,0
head,stock,headstock,1,11,-0.135056851,0.061003165,0
rudder,stock,rudderstock,1,12.5,0.359919785,0.43043049,0
bit,stock,bitstock,1,12.2,-0.011308278,0.246067977,0
root,stock,rootstock,1,12.2,-0.011308278,0.246067977,0
laughing,stock,laughingstock,1,10.3,-0.241733977,-0.182062803,0
blue,stocking,bluestocking,1,13.4,1.573218026,1.990441865,0
laughing,stocks,laughingstocks,1,10.3,-0.241733977,-0.182062803,0
kerb,stone,kerbstone,1,10.2,-0.337196708,-0.362878327,0
bile,stone,bilestone,1,13.4,1.573218026,1.990441865,0
cope,stone,copestone,2,13.4,1.573218026,1.990441865,0
whet,stone,whetstone,2,12.2,-0.011308278,0.246067977,0
load,stone,loadstone,2,11,-0.135056851,0.061003165,0
rotten,stone,rottenstone,2,12.4,0.097973356,0.118726289,0
cap,stone,capstone,2,10.2,-0.273012797,-0.300015819,0
drip,stone,dripstone,2,10.2,-0.273012797,-0.300015819,0
marl,stone,marlstone,2,11.3,-0.164960138,-0.113493392,0
lode,stone,lodestone,2,13.4,1.573218026,1.990441865,0
cling,stone,clingstone,2,10.3,-0.241733977,-0.182062803,0
whin,stone,whinstone,1,12.4,0.097973356,0.118726289,0
free,stone,freestone,3,13.4,1.573218026,1.990441865,0
horn,stone,hornstone,2,12.4,0.097973356,0.118726289,0
field,stone,fieldstone,2,11,-0.135056851,0.061003165,0
mere,stone,merestone,3,13.4,1.573218026,1.990441865,0
jack,stones,jackstones,2,10.5,-0.170755389,-0.196073156,0
mile,stones,milestones,2,13.4,1.573218026,1.990441865,0
flag,stones,flagstones,2,10.3,-0.241733977,-0.182062803,0
key,stones,keystones,2,10.7,-0.09635121,0.01442177,0
free,stones,freestones,3,13.4,1.573218026,1.990441865,0
whet,stones,whetstones,2,12.2,-0.011308278,0.246067977,0
lode,stones,lodestones,2,13.4,1.573218026,1.990441865,0
toad,stool,toadstool,2,11,-0.135056851,0.061003165,0
toad,stools,toadstools,2,11,-0.135056851,0.061003165,0
barn,stormers,barnstormers,1,12.4,0.097973356,0.118726289,0
brain,storming,brainstorming,1,12.4,0.097973356,0.118726289,0
brain,storms,brainstorms,1,12.4,0.097973356,0.118726289,0
jack,straw,jackstraw,1,10.5,-0.170755389,-0.196073156,0
jack,straws,jackstraws,1,10.5,-0.170755389,-0.196073156,0
head,stream,headstream,1,11,-0.135056851,0.061003165,0
slip,streams,slipstreams,1,10.2,-0.273012797,-0.300015819,0
loose,strife,loosestrife,2,13.4,1.573218026,1.990441865,0
ham,string,hamstring,1,10.6,-0.281652701,-0.290127074,0
ham,strings,hamstrings,1,10.6,-0.281652701,-0.290127074,0
heart,strings,heartstrings,1,12.2,-0.011308278,0.246067977,0
weather,stripping,weatherstripping,2,12.5,0.359919785,0.43043049,0
breast,stroke,breaststroke,1,12.2,-0.011308278,0.246067977,0
dye,stuffs,dyestuffs,1,13.4,1.573218026,1.990441865,0
goat,sucker,goatsucker,1,12.2,-0.011308278,0.246067977,0
shark,sucker,sharksucker,1,10.5,-0.170755389,-0.196073156,0
lump,sucker,lumpsucker,1,10.2,-0.273012797,-0.300015819,0
whale,sucker,whalesucker,1,13.4,1.573218026,1.990441865,0
honey,suckle,honeysuckle,1,10.7,-0.09635121,0.01442177,0
boiler,suit,boilersuit,1,12.5,0.359919785,0.43043049,0
law,suit,lawsuit,1,10,-0.310351733,-0.312624323,0
jump,suit,jumpsuit,1,10.2,-0.273012797,-0.300015819,0
jump,suits,jumpsuits,1,10.2,-0.273012797,-0.300015819,0
law,suits,lawsuits,1,10,-0.310351733,-0.312624323,0
check,sum,checksum,1,10.5,-0.170755389,-0.196073156,0
boat,swain,boatswain,2,12.2,-0.011308278,0.246067977,0
boat,swains,boatswains,2,12.2,-0.011308278,0.246067977,0
green,sward,greensward,2,12.4,0.097973356,0.118726289,0
pig,swill,pigswill,2,10.3,-0.241733977,-0.182062803,0
tin,tack,tintack,1,13.1,1.029613897,1.113388588,0
tick,tack,ticktack,1,6.95,-0.376107178,-0.400033718,0
rag,tag,ragtag,1,9.35,-0.369035276,-0.386154024,0
rag,tags,ragtags,1,9.35,-0.369035276,-0.386154024,0
ring,tail,ringtail,1,9.35,-0.369035276,-0.386154024,0
cock,tail,cocktail,1,6.95,-0.376107178,-0.400033718,0
square,tail,squaretail,1,12.3,1.196547865,0.985567097,0
bob,tail,bobtail,1,8.52,-0.36474446,-0.391987233,0
whip,tail,whiptail,1,10.4,-0.274271789,-0.315896485,0
scissor,tail,scissortail,1,12.2,0.178181615,0.399236905,0
spring,tail,springtail,1,9.35,-0.369035276,-0.386154024,0
bang,tail,bangtail,1,9.35,-0.369035276,-0.386154024,0
fan,tail,fantail,1,13.1,1.029613897,1.113388588,0
free,tail,freetail,1,12.3,1.196547865,0.985567097,0
sprig,tail,sprigtail,1,9.35,-0.369035276,-0.386154024,0
pen,tail,pentail,2,13.1,1.029613897,1.113388588,0
swallow,tail,swallowtail,1,7.87,-0.376629846,-0.399086137,0
flicker,tail,flickertail,1,12.2,0.178181615,0.399236905,0
dove,tail,dovetail,1,12.3,1.196547865,0.985567097,0
pony,tail,ponytail,1,8.86,-0.230816232,-0.288387532,0
pig,tail,pigtail,1,9.35,-0.369035276,-0.386154024,0
bob,tails,bobtails,1,8.52,-0.36474446,-0.391987233,0
swallow,tails,swallowtails,1,7.87,-0.376629846,-0.399086137,0
fan,tails,fantails,1,13.1,1.029613897,1.113388588,0
cock,tails,cocktails,1,6.95,-0.376107178,-0.400033718,0
wag,tails,wagtails,1,9.35,-0.369035276,-0.386154024,0
stock,take,stocktake,1,6.95,-0.376107178,-0.400033718,0
wind,talker,windtalker,1,7.3,-0.375987106,-0.399263973,0
wire,tap,wiretap,1,12.3,1.196547865,0.985567097,0
wire,taps,wiretaps,1,12.3,1.196547865,0.985567097,0
fore,tastes,foretastes,1,12.3,1.196547865,0.985567097,0
prick,teaser,prickteaser,1,6.95,-0.376107178,-0.400033718,0
eye,teeth,eyeteeth,1,12.3,1.196547865,0.985567097,0
box,thorn,boxthorn,1,9.75,-0.315008064,-0.280441587,0
haw,thorn,hawthorn,1,7.87,-0.376629846,-0.399086137,0
fire,thorn,firethorn,1,12.3,1.196547865,0.985567097,0
buck,thorn,buckthorn,1,6.95,-0.376107178,-0.400033718,0
haw,thorns,hawthorns,1,7.87,-0.376629846,-0.399086137,0
pack,thread,packthread,1,6.95,-0.376107178,-0.400033718,0
spend,thrifts,spendthrifts,1,7.3,-0.375987106,-0.399263973,0
yellow,throat,yellowthroat,1,7.87,-0.376629846,-0.399086137,0
blue,throat,bluethroat,1,12.3,1.196547865,0.985567097,0
white,throat,whitethroat,1,12.3,1.196547865,0.985567097,0
blue,tick,bluetick,1,12.3,1.196547865,0.985567097,0
down,tick,downtick,1,13.1,1.029613897,1.113388588,0
even,tide,eventide,1,13.1,1.029613897,1.113388588,0
ebb,tide,ebbtide,1,8.52,-0.36474446,-0.391987233,0
man,tiger,mantiger,1,13.1,1.029613897,1.113388588,0
pan,tile,pantile,1,13.1,1.029613897,1.113388588,0
mean,time,meantime,1,13.1,1.029613897,1.113388588,0
rag,time,ragtime,1,9.35,-0.369035276,-0.386154024,0
tidy,tips,tidytips,1,8.86,-0.230816232,-0.288387532,0
tom,tit,tomtit,1,5.84,-0.377065991,-0.400154528,0
bush,tit,bushtit,1,11.2,0.444470068,0.323753983,0
tom,tits,tomtits,1,5.84,-0.377065991,-0.400154528,0
hammer,toe,hammertoe,1,12.2,0.178181615,0.399236905,0
pussy,toes,pussytoes,1,8.86,-0.230816232,-0.288387532,0
hammer,toes,hammertoes,1,12.2,0.178181615,0.399236905,0
won,ton,wonton,1,13.1,1.029613897,1.113388588,0
earth,tongue,earthtongue,1,11.2,0.444470068,0.323753983,0
saw,tooth,sawtooth,1,7.87,-0.376629846,-0.399086137,0
eye,tooth,eyetooth,1,12.3,1.196547865,0.985567097,0
buck,tooth,bucktooth,1,6.95,-0.376107178,-0.400033718,0
tip,tops,tiptops,1,10.4,-0.274271789,-0.315896485,0
lap,tops,laptops,1,10.4,-0.274271789,-0.315896485,0
under,tow,undertow,1,12.2,0.178181615,0.399236905,0
shanty,town,shantytown,1,8.86,-0.230816232,-0.288387532,0
shanty,towns,shantytowns,1,8.86,-0.230816232,-0.288387532,0
con,trail,contrail,1,13.1,1.029613897,1.113388588,0
clap,trap,claptrap,1,10.4,-0.274271789,-0.315896485,0
axle,tree,axletree,1,12.3,1.196547865,0.985567097,0
double,tree,doubletree,1,12.3,1.196547865,0.985567097,0
shoe,tree,shoetree,1,12.3,1.196547865,0.985567097,0
roof,tree,rooftree,1,10.8,-0.220253406,-0.20388913,0
axle,trees,axletrees,1,12.3,1.196547865,0.985567097,0
shoe,trees,shoetrees,1,12.3,1.196547865,0.985567097,0
para,troopers,paratroopers,1,13.5,3.308327284,2.746785379,0
fox,trot,foxtrot,1,9.75,-0.315008064,-0.280441587,0
dog,trots,dogtrots,1,9.35,-0.369035276,-0.386154024,0
candy,tuft,candytuft,1,8.86,-0.230816232,-0.288387532,0
star,tup,startup,1,12.2,0.178181615,0.399236905,0
lily,turf,lilyturf,1,8.86,-0.230816232,-0.288387532,0
make,ups,makeups,1,9.23,-0.344810701,-0.391575336,0
stick,ups,stickups,1,7.46,-0.371521478,-0.398427925,0
hook,ups,hookups,1,7.46,-0.371521478,-0.398427925,0
weather,vane,weathervane,1,11,-0.309435299,-0.308923658,0
splits,ville,splitsville,1,6.44,-0.377998316,-0.401450797,0
silver,vine,silvervine,1,11,-0.309435299,-0.308923658,0
quarter,vine,quartervine,1,11,-0.309435299,-0.308923658,0
lyssa,virus,lyssavirus,1,11.6,0.462553301,0.527526175,0
arena,virus,arenavirus,1,11.6,0.462553301,0.527526175,0
arbor,vitae,arborvitae,1,11,-0.309435299,-0.308923658,0
tight,wad,tightwad,1,10.5,-0.242830519,-0.297324458,0
tight,wads,tightwads,1,10.5,-0.242830519,-0.297324458,0
band,wagon,bandwagon,1,8.73,-0.366593219,-0.392842633,0
band,wagons,bandwagons,1,8.73,-0.366593219,-0.392842633,0
shirt,waist,shirtwaist,1,10.5,-0.242830519,-0.297324458,0
dumb,waiter,dumbwaiter,1,6.57,-0.377184297,-0.400583602,0
head,waiter,headwaiter,1,8.73,-0.366593219,-0.392842633,0
head,waiters,headwaiters,1,8.73,-0.366593219,-0.392842633,0
dumb,waiters,dumbwaiters,1,6.57,-0.377184297,-0.400583602,0
gun,wale,gunwale,1,8.3,-0.372925264,-0.39801683,0
gun,wales,gunwales,1,8.3,-0.372925264,-0.39801683,0
cat,walk,catwalk,1,10.5,-0.242830519,-0.297324458,0
sheep,walk,sheepwalk,1,5.85,-0.37778819,-0.401072795,0
cake,walk,cakewalk,1,11.5,-0.143719711,-0.067374508,0
jay,walker,jaywalker,1,8.04,-0.339463955,-0.379424763,0
jay,walkers,jaywalkers,1,8.04,-0.339463955,-0.379424763,0
cat,walks,catwalks,1,10.5,-0.242830519,-0.297324458,0
cake,walks,cakewalks,1,11.5,-0.143719711,-0.067374508,0
fire,wall,firewall,1,11.5,-0.143719711,-0.067374508,0
china,ware,chinaware,2,10.5,-0.188933974,-0.19638394,0
agate,ware,agateware,1,11.5,-0.143719711,-0.067374508,0
firm,ware,firmware,1,4.88,-0.377982424,-0.401289221,0
luster,ware,lusterware,1,8.79,-0.358062792,-0.369204622,0
free,ware,freeware,1,11.5,-0.143719711,-0.067374508,0
hard,ware,hardware,1,8.73,-0.366593219,-0.392842633,0
crackle,ware,crackleware,1,11.5,-0.143719711,-0.067374508,0
earthen,ware,earthenware,1,8.3,-0.372925264,-0.39801683,0
group,ware,groupware,1,5.85,-0.37778819,-0.401072795,0
stone,ware,stoneware,1,11.5,-0.143719711,-0.067374508,0
share,ware,shareware,1,11.5,-0.143719711,-0.067374508,0
enamel,ware,enamelware,1,8.49,-0.317547239,-0.298528888,0
soft,ware,software,1,10.5,-0.242830519,-0.297324458,0
lacquer,ware,lacquerware,1,8.79,-0.358062792,-0.369204622,0
worry,wart,worrywart,1,8.04,-0.339463955,-0.379424763,0
worry,warts,worrywarts,1,8.04,-0.339463955,-0.379424763,0
hog,wash,hogwash,1,5.96,-0.377565703,-0.401430986,0
